hongchen     was created from 222.35.185.34        (Sun Jul 30 16:24:56 2006)
literate     was created from 61.183.17.226        (Sun Aug 27 20:02:37 2006)
jiudai       was created from 125.92.22.156        (Sun Aug 27 20:03:15 2006)
literate     was created from 61.183.17.226        (Sun Aug 27 20:03:33 2006)
literate     was created from 61.183.17.226        (Sun Aug 27 20:04:44 2006)
literate     was created from 61.183.17.226        (Sun Aug 27 20:05:45 2006)
literate     was created from 61.183.17.226        (Sun Aug 27 20:06:37 2006)
literate     was created from 61.183.17.226        (Sun Aug 27 20:07:29 2006)
literate     was created from 61.183.17.226        (Sun Aug 27 20:08:30 2006)
literate     was created from 61.183.17.226        (Sun Aug 27 20:09:28 2006)
literate     was created from 61.183.17.226        (Sun Aug 27 20:10:21 2006)
literate     was created from 61.183.17.226        (Sun Aug 27 20:11:27 2006)
literate     was created from 61.183.17.226        (Sun Aug 27 20:12:26 2006)
literate     was created from 61.183.17.226        (Sun Aug 27 20:13:24 2006)
literate     was created from 61.183.17.226        (Sun Aug 27 20:14:26 2006)
literate     was created from 61.183.17.226        (Sun Aug 27 20:15:20 2006)
literate     was created from 61.183.17.226        (Sun Aug 27 20:16:12 2006)
literate     was created from 61.183.17.226        (Sun Aug 27 20:17:17 2006)
adustben     was created from 61.171.101.180       (Sun Aug 27 21:12:04 2006)
jiudai       was created from 125.92.22.156        (Sun Aug 27 21:31:42 2006)
jiudai       was created from 125.92.22.156        (Sun Aug 27 21:33:09 2006)
jiudai       was created from 125.92.22.156        (Sun Aug 27 21:34:13 2006)
kaoya        was created from 125.92.22.156        (Sun Aug 27 21:39:58 2006)
rousisuo     was created from 125.92.22.156        (Sun Aug 27 21:43:56 2006)
kaoya        was created from 125.92.22.156        (Sun Aug 27 21:45:16 2006)
seaman       was created from 125.92.22.156        (Sun Aug 27 22:59:49 2006)
jerry        was created from 125.92.22.156        (Sun Aug 27 23:03:57 2006)
jerry        was created from 125.92.22.156        (Sun Aug 27 23:05:24 2006)
jerry        was created from 125.92.22.156        (Sun Aug 27 23:06:44 2006)
jerry        was created from 125.92.22.156        (Sun Aug 27 23:08:01 2006)
jerry        was created from 125.92.22.156        (Sun Aug 27 23:09:21 2006)
jerry        was created from 125.92.22.156        (Sun Aug 27 23:11:02 2006)
jerry        was created from 125.92.22.156        (Sun Aug 27 23:12:43 2006)
jerry        was created from 125.92.22.156        (Sun Aug 27 23:14:09 2006)
jerry        was created from 125.92.22.156        (Sun Aug 27 23:15:24 2006)
jerry        was created from 125.92.22.156        (Sun Aug 27 23:16:33 2006)
jerry        was created from 125.92.22.156        (Sun Aug 27 23:17:32 2006)
jerry        was created from 125.92.22.156        (Sun Aug 27 23:18:35 2006)
jerry        was created from 125.92.22.156        (Sun Aug 27 23:19:35 2006)
jerry        was created from 125.92.22.156        (Sun Aug 27 23:20:51 2006)
jerry        was created from 125.92.22.156        (Sun Aug 27 23:21:56 2006)
jerry        was created from 125.92.22.156        (Sun Aug 27 23:22:59 2006)
jerry        was created from 125.92.22.156        (Sun Aug 27 23:23:58 2006)
jerry        was created from 125.92.22.156        (Sun Aug 27 23:25:02 2006)
jerry        was created from 125.92.22.156        (Sun Aug 27 23:26:15 2006)
jerry        was created from 125.92.22.156        (Sun Aug 27 23:27:15 2006)
jerry        was created from 125.92.22.156        (Sun Aug 27 23:31:37 2006)
jerry        was created from 125.92.22.156        (Sun Aug 27 23:32:52 2006)
jerry        was created from 125.92.22.156        (Sun Aug 27 23:33:57 2006)
jerry        was created from 125.92.22.156        (Sun Aug 27 23:34:56 2006)
jerry        was created from 125.92.22.156        (Sun Aug 27 23:35:52 2006)
jerry        was created from 125.92.22.156        (Sun Aug 27 23:37:40 2006)
jerry        was created from 125.92.22.156        (Sun Aug 27 23:38:48 2006)
foodalan     was created from 58.17.175.170        (Mon Aug 28 00:32:58 2006)
terry        was created from 125.92.19.4          (Mon Aug 28 05:14:06 2006)
terry        was created from 125.92.19.4          (Mon Aug 28 05:17:10 2006)
terry        was created from 125.92.19.4          (Mon Aug 28 05:20:22 2006)
terry        was created from 125.92.19.4          (Mon Aug 28 05:22:34 2006)
terry        was created from 125.92.19.4          (Mon Aug 28 05:24:45 2006)
terry        was created from 125.92.19.4          (Mon Aug 28 05:26:27 2006)
terry        was created from 125.92.19.4          (Mon Aug 28 05:28:08 2006)
taiji        was created from 58.20.77.240         (Mon Aug 28 12:21:01 2006)
xueshan      was created from 202.107.201.48       (Mon Aug 28 12:22:52 2006)
tewx         was created from 220.167.136.2        (Mon Aug 28 14:20:23 2006)
wansomm      was created from 61.175.229.170       (Mon Aug 28 14:53:21 2006)
xieleigr     was created from 222.94.1.14          (Mon Aug 28 15:57:36 2006)
xielei       was created from 222.94.1.14          (Mon Aug 28 16:06:58 2006)
feijian      was created from 222.94.1.14          (Mon Aug 28 16:18:15 2006)
sunmoon      was created from 219.239.226.3        (Mon Aug 28 16:46:30 2006)
sunmoon      was created from 219.239.226.3        (Mon Aug 28 16:50:07 2006)
beastly      was created from 221.122.165.33       (Mon Aug 28 17:00:18 2006)
sunnew       was created from 219.239.226.3        (Mon Aug 28 17:02:10 2006)
jiangke      was created from 222.181.178.34       (Mon Aug 28 17:03:56 2006)
sunmoon      was created from 219.239.226.3        (Mon Aug 28 17:06:03 2006)
moonsun      was created from 219.239.226.3        (Mon Aug 28 17:15:44 2006)
moonsun      was created from 219.239.226.3        (Mon Aug 28 17:20:34 2006)
daojian      was created from 222.94.1.14          (Mon Aug 28 17:48:48 2006)
djdj         was created from 222.94.1.14          (Mon Aug 28 17:55:36 2006)
updowndown   was created from 61.49.185.188        (Mon Aug 28 18:07:56 2006)
downdownjing was created from 61.49.185.188        (Mon Aug 28 18:09:19 2006)
updowndown   was created from 61.49.185.188        (Mon Aug 28 18:19:25 2006)
updowndown   was created from 61.49.185.188        (Mon Aug 28 18:21:15 2006)
downdownjing was created from 61.49.185.188        (Mon Aug 28 18:22:20 2006)
updowndown   was created from 61.49.185.188        (Mon Aug 28 18:23:40 2006)
downdownjing was created from 61.49.185.188        (Mon Aug 28 18:24:39 2006)
updowndown   was created from 61.49.185.188        (Mon Aug 28 18:25:32 2006)
downdownjing was created from 61.49.185.188        (Mon Aug 28 18:26:26 2006)
updowndown   was created from 61.49.185.188        (Mon Aug 28 18:27:10 2006)
updowndown   was created from 61.49.185.188        (Mon Aug 28 18:28:58 2006)
downdownjing was created from 61.49.185.188        (Mon Aug 28 18:29:46 2006)
downdownjing was created from 61.49.185.188        (Mon Aug 28 18:31:11 2006)
updowndown   was created from 61.49.185.188        (Mon Aug 28 18:32:32 2006)
downdownjing was created from 61.49.185.188        (Mon Aug 28 18:33:43 2006)
downdownchen was created from 61.49.185.188        (Mon Aug 28 18:35:10 2006)
ljlc         was created from 219.134.213.238      (Mon Aug 28 21:13:58 2006)
ljlc         was created from 219.134.213.238      (Mon Aug 28 21:16:35 2006)
test         was created from 58.100.49.139        (Mon Aug 28 21:43:42 2006)
feelcao      was created from 221.196.47.252       (Mon Aug 28 22:55:09 2006)
xifan        was created from 222.208.146.64       (Mon Aug 28 23:13:05 2006)
five         was created from 222.211.39.25        (Mon Aug 28 23:17:20 2006)
liduo        was created from 222.91.65.111        (Tue Aug 29 01:22:18 2006)
wscsa        was created from 222.211.52.202       (Tue Aug 29 01:31:28 2006)
marsback     was created from 222.35.58.201        (Tue Aug 29 01:41:34 2006)
marsback     was created from 222.35.58.201        (Tue Aug 29 02:00:57 2006)
marsback     was created from 222.35.58.201        (Tue Aug 29 02:26:16 2006)
marsback     was created from 222.35.58.201        (Tue Aug 29 02:28:08 2006)
kedey        was created from 222.35.58.201        (Tue Aug 29 03:49:25 2006)
backmars     was created from 222.35.58.201        (Tue Aug 29 03:49:49 2006)
kedey        was created from 222.35.58.201        (Tue Aug 29 03:50:10 2006)
backmars     was created from 222.35.58.201        (Tue Aug 29 03:50:35 2006)
kedey        was created from 222.35.58.201        (Tue Aug 29 03:50:57 2006)
backmars     was created from 222.35.58.201        (Tue Aug 29 03:51:17 2006)
kedey        was created from 222.35.58.201        (Tue Aug 29 03:51:45 2006)
backmars     was created from 222.35.58.201        (Tue Aug 29 03:52:04 2006)
backmars     was created from 222.35.58.201        (Tue Aug 29 03:56:46 2006)
kedey        was created from 222.35.58.201        (Tue Aug 29 03:56:52 2006)
backmars     was created from 222.35.58.201        (Tue Aug 29 03:57:33 2006)
backmars     was created from 222.35.58.201        (Tue Aug 29 03:58:49 2006)
backmars     was created from 222.35.58.201        (Tue Aug 29 04:05:53 2006)
backmars     was created from 222.35.58.201        (Tue Aug 29 04:12:21 2006)
backmars     was created from 222.35.58.201        (Tue Aug 29 04:16:13 2006)
backmars     was created from 222.35.58.201        (Tue Aug 29 04:17:03 2006)
backmars     was created from 222.35.58.201        (Tue Aug 29 04:18:27 2006)
backmars     was created from 222.35.58.201        (Tue Aug 29 04:23:53 2006)
marsmars     was created from 222.35.58.201        (Tue Aug 29 05:33:44 2006)
marsnn       was created from 222.35.58.201        (Tue Aug 29 05:35:06 2006)
fooda        was created from 58.17.172.32         (Tue Aug 29 10:58:03 2006)
road         was created from 218.57.82.194        (Tue Aug 29 11:00:57 2006)
road         was created from 218.57.82.194        (Tue Aug 29 11:05:03 2006)
road         was created from 218.57.82.194        (Tue Aug 29 11:07:12 2006)
road         was created from 218.57.82.194        (Tue Aug 29 11:08:57 2006)
road         was created from 218.57.82.194        (Tue Aug 29 11:10:23 2006)
luan         was created from 218.28.160.150       (Tue Aug 29 11:11:01 2006)
road         was created from 218.57.82.194        (Tue Aug 29 11:12:06 2006)
road         was created from 218.57.82.194        (Tue Aug 29 11:13:15 2006)
road         was created from 218.57.82.194        (Tue Aug 29 11:14:15 2006)
yuan         was created from 218.57.82.194        (Tue Aug 29 11:14:45 2006)
yuan         was created from 218.57.82.194        (Tue Aug 29 11:15:46 2006)
mengdie      was created from 218.57.82.194        (Tue Aug 29 11:16:35 2006)
yuan         was created from 218.57.82.194        (Tue Aug 29 11:17:37 2006)
mengdie      was created from 218.57.82.194        (Tue Aug 29 11:17:44 2006)
roading      was created from 218.57.82.194        (Tue Aug 29 11:18:33 2006)
yuan         was created from 218.57.82.194        (Tue Aug 29 11:18:43 2006)
mengdie      was created from 218.57.82.194        (Tue Aug 29 11:18:47 2006)
mengdie      was created from 218.57.82.194        (Tue Aug 29 11:19:48 2006)
yuan         was created from 218.57.82.194        (Tue Aug 29 11:20:02 2006)
yuan         was created from 218.57.82.194        (Tue Aug 29 11:21:06 2006)
mengdie      was created from 218.57.82.194        (Tue Aug 29 11:21:19 2006)
yuan         was created from 218.57.82.194        (Tue Aug 29 11:22:12 2006)
mengdie      was created from 218.57.82.194        (Tue Aug 29 11:22:14 2006)
road         was created from 218.57.82.194        (Tue Aug 29 11:23:20 2006)
yuan         was created from 218.57.82.194        (Tue Aug 29 11:23:31 2006)
mengdie      was created from 218.57.82.194        (Tue Aug 29 11:23:35 2006)
yuan         was created from 218.57.82.194        (Tue Aug 29 11:24:44 2006)
mengdie      was created from 218.57.82.194        (Tue Aug 29 11:24:45 2006)
yuan         was created from 218.57.82.194        (Tue Aug 29 11:25:44 2006)
mengdie      was created from 218.57.82.194        (Tue Aug 29 11:26:04 2006)
yuan         was created from 218.57.82.194        (Tue Aug 29 11:26:41 2006)
yuan         was created from 218.57.82.194        (Tue Aug 29 11:27:36 2006)
yuan         was created from 218.57.82.194        (Tue Aug 29 11:29:23 2006)
yuan         was created from 218.57.82.194        (Tue Aug 29 11:31:30 2006)
yuan         was created from 218.57.82.194        (Tue Aug 29 11:32:58 2006)
yuan         was created from 218.57.82.194        (Tue Aug 29 11:34:20 2006)
yuan         was created from 218.57.82.194        (Tue Aug 29 11:35:34 2006)
yuan         was created from 218.57.82.194        (Tue Aug 29 11:36:44 2006)
yuan         was created from 218.57.82.194        (Tue Aug 29 11:38:02 2006)
yuan         was created from 218.57.82.194        (Tue Aug 29 11:41:07 2006)
yuan         was created from 218.57.82.194        (Tue Aug 29 11:42:07 2006)
yuan         was created from 218.57.82.194        (Tue Aug 29 11:43:06 2006)
yuan         was created from 218.57.82.194        (Tue Aug 29 11:44:27 2006)
yuan         was created from 218.57.82.194        (Tue Aug 29 11:46:51 2006)
yuan         was created from 218.57.82.194        (Tue Aug 29 11:48:55 2006)
yuan         was created from 218.57.82.194        (Tue Aug 29 11:50:07 2006)
road         was created from 218.57.82.194        (Tue Aug 29 11:51:30 2006)
yuan         was created from 218.57.82.194        (Tue Aug 29 11:51:35 2006)
yuan         was created from 218.57.82.194        (Tue Aug 29 11:52:54 2006)
yuan         was created from 218.57.82.194        (Tue Aug 29 11:53:54 2006)
yuan         was created from 218.57.82.194        (Tue Aug 29 11:55:10 2006)
yuan         was created from 218.57.82.194        (Tue Aug 29 11:56:13 2006)
yuan         was created from 218.57.82.194        (Tue Aug 29 11:57:17 2006)
yuan         was created from 218.57.82.194        (Tue Aug 29 11:58:37 2006)
yuan         was created from 218.57.82.194        (Tue Aug 29 11:59:46 2006)
yuan         was created from 218.57.82.194        (Tue Aug 29 12:01:06 2006)
yuan         was created from 218.57.82.194        (Tue Aug 29 12:02:21 2006)
mxxwh        was created from 202.107.201.48       (Tue Aug 29 12:02:22 2006)
mxxwh        was created from 202.107.201.48       (Tue Aug 29 12:03:09 2006)
mxxwh        was created from 202.107.201.48       (Tue Aug 29 12:03:57 2006)
yuan         was created from 218.57.82.194        (Tue Aug 29 12:04:18 2006)
mxxwh        was created from 202.107.201.48       (Tue Aug 29 12:05:04 2006)
mxxwh        was created from 202.107.201.48       (Tue Aug 29 12:05:49 2006)
yuan         was created from 218.57.82.194        (Tue Aug 29 12:06:11 2006)
foodalan     was created from 58.17.172.32         (Tue Aug 29 12:06:24 2006)
yuan         was created from 218.57.82.194        (Tue Aug 29 12:07:30 2006)
foodalan     was created from 58.17.172.32         (Tue Aug 29 12:08:10 2006)
yuan         was created from 218.57.82.194        (Tue Aug 29 12:08:42 2006)
foodalan     was created from 58.17.172.32         (Tue Aug 29 12:09:56 2006)
yuan         was created from 218.57.82.194        (Tue Aug 29 12:10:04 2006)
road         was created from 218.57.82.194        (Tue Aug 29 12:10:10 2006)
foodalan     was created from 58.17.172.32         (Tue Aug 29 12:11:27 2006)
yuan         was created from 218.57.82.194        (Tue Aug 29 12:11:29 2006)
yuan         was created from 218.57.82.194        (Tue Aug 29 12:12:49 2006)
foodalan     was created from 58.17.172.32         (Tue Aug 29 12:13:06 2006)
yuan         was created from 218.57.82.194        (Tue Aug 29 12:14:04 2006)
yuan         was created from 218.57.82.194        (Tue Aug 29 12:15:18 2006)
road         was created from 218.57.82.194        (Tue Aug 29 12:16:18 2006)
yuan         was created from 218.57.82.194        (Tue Aug 29 12:16:37 2006)
road         was created from 218.57.82.194        (Tue Aug 29 12:18:04 2006)
yuan         was created from 218.57.82.194        (Tue Aug 29 12:18:06 2006)
yuan         was created from 218.57.82.194        (Tue Aug 29 12:19:35 2006)
yuan         was created from 218.57.82.194        (Tue Aug 29 12:21:05 2006)
road         was created from 218.57.82.194        (Tue Aug 29 12:22:10 2006)
yuan         was created from 218.57.82.194        (Tue Aug 29 12:22:43 2006)
yuan         was created from 218.57.82.194        (Tue Aug 29 12:24:10 2006)
yuan         was created from 218.57.82.194        (Tue Aug 29 12:25:21 2006)
yuan         was created from 218.57.82.194        (Tue Aug 29 12:26:59 2006)
road         was created from 218.57.82.194        (Tue Aug 29 12:27:40 2006)
yuan         was created from 218.57.82.194        (Tue Aug 29 12:28:12 2006)
yuan         was created from 218.57.82.194        (Tue Aug 29 12:29:47 2006)
yuan         was created from 218.57.82.194        (Tue Aug 29 12:31:14 2006)
yuan         was created from 218.57.82.194        (Tue Aug 29 12:32:52 2006)
yuan         was created from 218.57.82.194        (Tue Aug 29 12:34:01 2006)
yuan         was created from 218.57.82.194        (Tue Aug 29 12:35:37 2006)
yuan         was created from 218.57.82.194        (Tue Aug 29 12:37:30 2006)
yuan         was created from 218.57.82.194        (Tue Aug 29 12:38:55 2006)
yuan         was created from 218.57.82.194        (Tue Aug 29 12:41:22 2006)
yuan         was created from 218.57.82.194        (Tue Aug 29 12:45:00 2006)
yuan         was created from 218.57.82.194        (Tue Aug 29 12:53:24 2006)
road         was created from 218.57.82.194        (Tue Aug 29 12:56:02 2006)
yuan         was created from 218.57.82.194        (Tue Aug 29 13:00:13 2006)
yuan         was created from 218.57.82.194        (Tue Aug 29 13:03:05 2006)
yuan         was created from 218.57.82.194        (Tue Aug 29 13:04:36 2006)
yuan         was created from 218.57.82.194        (Tue Aug 29 13:05:48 2006)
yuan         was created from 218.57.82.194        (Tue Aug 29 13:06:54 2006)
yuan         was created from 218.57.82.194        (Tue Aug 29 13:08:09 2006)
yuan         was created from 218.57.82.194        (Tue Aug 29 13:09:32 2006)
yuan         was created from 218.57.82.194        (Tue Aug 29 13:11:47 2006)
yuan         was created from 218.57.82.194        (Tue Aug 29 13:13:12 2006)
yuan         was created from 218.57.82.194        (Tue Aug 29 13:14:36 2006)
yuan         was created from 218.57.82.194        (Tue Aug 29 13:16:06 2006)
yuan         was created from 218.57.82.194        (Tue Aug 29 13:17:28 2006)
yuan         was created from 218.57.82.194        (Tue Aug 29 13:18:45 2006)
henji        was created from 222.218.186.201      (Tue Aug 29 13:23:57 2006)
sunji        was created from 219.239.226.3        (Tue Aug 29 13:51:15 2006)
sunji        was created from 219.239.226.3        (Tue Aug 29 13:55:08 2006)
sunji        was created from 219.239.226.3        (Tue Aug 29 13:58:01 2006)
sunji        was created from 219.239.226.3        (Tue Aug 29 14:00:59 2006)
sunji        was created from 219.239.226.3        (Tue Aug 29 14:04:24 2006)
sunji        was created from 219.239.226.3        (Tue Aug 29 14:06:49 2006)
road         was created from 218.57.82.194        (Tue Aug 29 14:10:29 2006)
sunji        was created from 219.239.226.3        (Tue Aug 29 14:11:50 2006)
sunji        was created from 219.239.226.3        (Tue Aug 29 14:14:19 2006)
sunji        was created from 219.239.226.3        (Tue Aug 29 14:17:11 2006)
sanji        was created from 219.239.226.3        (Tue Aug 29 14:20:24 2006)
road         was created from 218.57.82.194        (Tue Aug 29 14:56:04 2006)
road         was created from 218.57.82.194        (Tue Aug 29 14:57:04 2006)
road         was created from 218.57.82.194        (Tue Aug 29 14:58:47 2006)
road         was created from 218.57.82.194        (Tue Aug 29 15:00:19 2006)
road         was created from 218.57.82.194        (Tue Aug 29 15:01:46 2006)
road         was created from 218.57.82.194        (Tue Aug 29 15:03:59 2006)
road         was created from 218.57.82.194        (Tue Aug 29 15:05:27 2006)
road         was created from 218.57.82.194        (Tue Aug 29 15:22:44 2006)
road         was created from 218.57.82.194        (Tue Aug 29 15:23:55 2006)
road         was created from 218.57.82.194        (Tue Aug 29 15:25:30 2006)
road         was created from 218.57.82.194        (Tue Aug 29 15:26:54 2006)
road         was created from 218.57.82.194        (Tue Aug 29 15:28:02 2006)
road         was created from 218.57.82.194        (Tue Aug 29 15:29:17 2006)
road         was created from 218.57.82.194        (Tue Aug 29 15:30:26 2006)
road         was created from 218.57.82.194        (Tue Aug 29 15:34:47 2006)
road         was created from 218.57.82.194        (Tue Aug 29 15:36:10 2006)
road         was created from 218.57.82.194        (Tue Aug 29 15:37:40 2006)
road         was created from 218.57.82.194        (Tue Aug 29 15:38:42 2006)
road         was created from 218.57.82.194        (Tue Aug 29 15:39:56 2006)
road         was created from 218.57.82.194        (Tue Aug 29 15:41:43 2006)
feijian      was created from 222.94.1.5           (Tue Aug 29 16:04:40 2006)
feijian      was created from 222.94.1.5           (Tue Aug 29 16:07:00 2006)
feijian      was created from 222.94.1.5           (Tue Aug 29 16:08:25 2006)
feijian      was created from 222.94.1.5           (Tue Aug 29 16:09:32 2006)
feijian      was created from 222.94.1.5           (Tue Aug 29 16:10:40 2006)
feijian      was created from 222.94.1.5           (Tue Aug 29 16:11:53 2006)
feijian      was created from 222.94.1.5           (Tue Aug 29 16:12:45 2006)
feijian      was created from 222.94.1.5           (Tue Aug 29 16:13:29 2006)
feijian      was created from 222.94.1.5           (Tue Aug 29 16:14:23 2006)
feijian      was created from 222.94.1.5           (Tue Aug 29 16:16:13 2006)
feijian      was created from 222.94.1.5           (Tue Aug 29 16:17:18 2006)
feijian      was created from 222.94.1.5           (Tue Aug 29 16:18:09 2006)
feijian      was created from 222.94.1.5           (Tue Aug 29 16:19:32 2006)
feijian      was created from 222.94.1.5           (Tue Aug 29 16:20:24 2006)
feijian      was created from 222.94.1.5           (Tue Aug 29 16:21:06 2006)
feijian      was created from 222.94.1.5           (Tue Aug 29 16:22:54 2006)
feijian      was created from 222.94.1.5           (Tue Aug 29 16:24:15 2006)
feijian      was created from 222.94.1.5           (Tue Aug 29 16:25:01 2006)
dmb          was created from 222.191.215.61       (Tue Aug 29 16:26:28 2006)
feijian      was created from 222.94.1.5           (Tue Aug 29 16:26:43 2006)
feijian      was created from 222.94.1.5           (Tue Aug 29 16:27:46 2006)
feijian      was created from 222.94.1.5           (Tue Aug 29 16:28:57 2006)
sunji        was created from 219.239.226.3        (Tue Aug 29 16:30:19 2006)
feijian      was created from 222.94.1.5           (Tue Aug 29 16:30:21 2006)
feijian      was created from 222.94.1.5           (Tue Aug 29 16:31:15 2006)
feijian      was created from 222.94.1.5           (Tue Aug 29 16:32:06 2006)
feijian      was created from 222.94.1.5           (Tue Aug 29 16:33:16 2006)
feijian      was created from 222.94.1.5           (Tue Aug 29 16:34:21 2006)
feijian      was created from 222.94.1.5           (Tue Aug 29 16:35:10 2006)
feijian      was created from 222.94.1.5           (Tue Aug 29 16:36:07 2006)
feijian      was created from 222.94.1.5           (Tue Aug 29 16:37:10 2006)
feijian      was created from 222.94.1.5           (Tue Aug 29 16:38:03 2006)
sunji        was created from 219.239.226.3        (Tue Aug 29 16:38:26 2006)
feijian      was created from 222.94.1.5           (Tue Aug 29 16:39:47 2006)
sunji        was created from 219.239.226.3        (Tue Aug 29 16:40:15 2006)
feijian      was created from 222.94.1.5           (Tue Aug 29 16:40:41 2006)
sunji        was created from 219.239.226.3        (Tue Aug 29 16:41:47 2006)
feijian      was created from 222.94.1.5           (Tue Aug 29 16:42:09 2006)
sunji        was created from 219.239.226.3        (Tue Aug 29 16:43:07 2006)
feijian      was created from 222.94.1.5           (Tue Aug 29 16:43:33 2006)
feijian      was created from 222.94.1.5           (Tue Aug 29 16:45:08 2006)
sunji        was created from 219.239.226.3        (Tue Aug 29 16:46:34 2006)
sunji        was created from 219.239.226.3        (Tue Aug 29 16:54:11 2006)
sunji        was created from 219.239.226.3        (Tue Aug 29 16:56:26 2006)
sunji        was created from 219.239.226.3        (Tue Aug 29 16:59:17 2006)
sunji        was created from 219.239.226.3        (Tue Aug 29 17:02:37 2006)
sunji        was created from 219.239.226.3        (Tue Aug 29 17:03:22 2006)
sunji        was created from 219.239.226.3        (Tue Aug 29 17:05:31 2006)
sunji        was created from 219.239.226.3        (Tue Aug 29 17:12:36 2006)
mecca        was created from 58.33.51.15          (Tue Aug 29 17:58:09 2006)
happyli      was created from 222.91.64.220        (Tue Aug 29 18:01:06 2006)
happyliduo   was created from 222.91.64.220        (Tue Aug 29 18:15:17 2006)
ppl          was created from 60.178.88.5          (Tue Aug 29 18:53:09 2006)
ppl          was created from 60.178.88.5          (Tue Aug 29 18:53:51 2006)
ppl          was created from 60.178.88.5          (Tue Aug 29 18:55:07 2006)
ppl          was created from 60.178.88.5          (Tue Aug 29 18:56:18 2006)
ppl          was created from 60.178.88.5          (Tue Aug 29 19:12:17 2006)
ppl          was created from 60.178.88.5          (Tue Aug 29 19:19:15 2006)
ppl          was created from 60.178.88.5          (Tue Aug 29 19:22:46 2006)
ppl          was created from 60.178.88.5          (Tue Aug 29 19:29:07 2006)
ppl          was created from 60.178.88.5          (Tue Aug 29 19:34:24 2006)
ppl          was created from 60.178.88.5          (Tue Aug 29 19:45:22 2006)
ppl          was created from 60.178.88.5          (Tue Aug 29 19:48:37 2006)
ppl          was created from 60.178.88.5          (Tue Aug 29 19:51:27 2006)
djdj         was created from 218.94.136.167       (Tue Aug 29 19:52:22 2006)
ppl          was created from 60.178.88.5          (Tue Aug 29 19:52:23 2006)
ppl          was created from 60.178.88.5          (Tue Aug 29 19:54:49 2006)
ppl          was created from 60.178.88.5          (Tue Aug 29 19:56:52 2006)
quit         was created from 218.94.136.167       (Tue Aug 29 19:58:15 2006)
djdj         was created from 218.94.136.167       (Tue Aug 29 20:00:10 2006)
ppl          was created from 60.178.88.5          (Tue Aug 29 20:02:40 2006)
djdj         was created from 218.94.136.167       (Tue Aug 29 20:02:48 2006)
djdj         was created from 218.94.136.167       (Tue Aug 29 20:04:27 2006)
ppl          was created from 60.178.88.5          (Tue Aug 29 20:05:06 2006)
djdj         was created from 218.94.136.167       (Tue Aug 29 20:05:35 2006)
ppl          was created from 60.178.88.5          (Tue Aug 29 20:06:46 2006)
ppl          was created from 60.178.88.5          (Tue Aug 29 20:13:45 2006)
ppl          was created from 60.178.88.5          (Tue Aug 29 20:18:19 2006)
ppl          was created from 60.178.88.5          (Tue Aug 29 20:19:00 2006)
ppl          was created from 60.178.88.5          (Tue Aug 29 20:21:48 2006)
ppl          was created from 60.178.88.5          (Tue Aug 29 20:22:38 2006)
ppl          was created from 60.178.88.5          (Tue Aug 29 20:26:20 2006)
ppl          was created from 60.178.88.5          (Tue Aug 29 20:27:27 2006)
hdf          was created from 58.217.3.129         (Tue Aug 29 21:39:42 2006)
road         was created from 222.173.93.107       (Tue Aug 29 22:28:42 2006)
redeem       was created from 222.211.39.150       (Tue Aug 29 22:30:02 2006)
pawn         was created from 222.211.39.150       (Tue Aug 29 22:30:04 2006)
road         was created from 222.173.93.107       (Tue Aug 29 22:31:20 2006)
redeem       was created from 222.211.39.150       (Tue Aug 29 22:31:38 2006)
road         was created from 222.173.93.107       (Tue Aug 29 22:32:31 2006)
redeem       was created from 222.211.39.150       (Tue Aug 29 22:33:03 2006)
pawn         was created from 222.211.39.150       (Tue Aug 29 22:33:17 2006)
road         was created from 222.173.93.107       (Tue Aug 29 22:33:34 2006)
road         was created from 222.173.93.107       (Tue Aug 29 22:34:15 2006)
road         was created from 222.173.93.107       (Tue Aug 29 22:34:55 2006)
pawn         was created from 222.211.39.150       (Tue Aug 29 22:35:29 2006)
redeem       was created from 222.211.39.150       (Tue Aug 29 22:35:32 2006)
road         was created from 222.173.93.107       (Tue Aug 29 22:35:46 2006)
convert      was created from 222.211.39.150       (Tue Aug 29 22:36:08 2006)
road         was created from 222.173.93.107       (Tue Aug 29 22:36:36 2006)
road         was created from 222.173.93.107       (Tue Aug 29 22:37:31 2006)
redeem       was created from 222.211.39.150       (Tue Aug 29 22:37:56 2006)
convert      was created from 222.211.39.150       (Tue Aug 29 22:37:57 2006)
road         was created from 222.173.93.107       (Tue Aug 29 22:38:20 2006)
road         was created from 222.173.93.107       (Tue Aug 29 22:39:08 2006)
redeem       was created from 222.211.39.150       (Tue Aug 29 22:39:36 2006)
convert      was created from 222.211.39.150       (Tue Aug 29 22:39:42 2006)
road         was created from 222.173.93.107       (Tue Aug 29 22:39:58 2006)
road         was created from 222.173.93.107       (Tue Aug 29 22:40:49 2006)
convert      was created from 222.211.39.150       (Tue Aug 29 22:41:31 2006)
redeem       was created from 222.211.39.150       (Tue Aug 29 22:41:38 2006)
road         was created from 222.173.93.107       (Tue Aug 29 22:41:45 2006)
road         was created from 222.173.93.107       (Tue Aug 29 22:42:36 2006)
convert      was created from 222.211.39.150       (Tue Aug 29 22:42:42 2006)
deposit      was created from 222.211.39.150       (Tue Aug 29 22:42:44 2006)
road         was created from 222.173.93.107       (Tue Aug 29 22:43:32 2006)
road         was created from 222.173.93.107       (Tue Aug 29 22:44:25 2006)
